"Root Average Squared Error","Misclassification at Cutoff","Sum of Frequencies","Gini Coefficient","Gamma","Formatted Partition","Data Role","Misclassification Rate","Average Squared Error","Multi-Class Log Loss","Misclassification Rate (Event)","KS (Youden)","ROC Separation","Divisor for ASE","Tau","Target Name","KS Cutoff","Area Under ROC","Partition Indicator",
"0.218279653297","0.056201060874","39590","0.824972984367","0.912047105049","           1","TRAIN","0.056201060874","0.0476460070437","0.183284063371","0.0562010609","0.685983437793","0.5654609596","39590","0.175889232054","churn","0.1","0.912486492183","1",
"0.232974172085","0.0613543938233","16967","0.625349806154","0.750250103301","           0","VALIDATE","0.0613543938233","0.0542769648587","0.216276548439","0.0613543938","0.587329892403","0.5408787626","16967","0.133365722914","churn","0.25","0.812674903077","0",
