"Misclassification at Cutoff","Root Average Squared Error","Sum of Frequencies","Gini Coefficient","Accuracy","Lift","ROC Separation","Algorithm Name","False Positive Rate","Name","Misclassification Rate","False Discovery Rate","Average Squared Error","Multi-Class Log Loss","Gain","Cumulative Captured Response Percentage","Misclassification Rate (Event)","KS (Youden)","Cumulative Lift","F1 Score","Area Under ROC","Champion","Captured Response Percentage",
"0.0613543938233","0.232974172085","16967","0.625349806154","0.938645606177","4.17678484701","0.540878762579","Gradient Boosting","0.0074456667561","Gradient Boosting","0.0613543938233","0.0895161290323","0.0542769648587","0.216276548439","5.16804273919","61.6804273919","0.0613543938233","0.587329892403","6.16804273919","0.684449833283","0.812674903077","true","20.8839242351",
"0.0645959804326","0.23810542988","16967","0.633422371149","0.935404019567","4.14764448762","0.512910982731","Forest","0.00724443251945","Forest","0.0645959804326","0.0916030534351","0.0566941957384","0.222390233382","5.13404565323","61.3404565323","0.0645959804326","0.586568870585","6.13404565323","0.661519456455","0.816711185574","false","20.7382224381",
"0.0666588082749","0.243417964014","16967","0.624518057523","0.933341191725","3.86214874305","0.515586384903","Decision Tree","0.010397102227","Decision Tree","0.0666588082749","0.125201938611","0.0592523052049","0.231022461672","4.83835671228","58.3835671228","0.0666588082749","0.562493671726","5.83835671228","0.656960873521","0.812259028762","false","19.3107437152",
"0.0785053338834","0.259906666698","16967","0.621364215008","0.921494666117","3.92423506557","0.420896342964","Logistic Regression","0.0108666487792","Logistic Regression","0.0785053338834","0.154138915319","0.0675514753941","0.256157129197","4.6483729966","56.483729966","0.0785053338834","0.543552438117","5.6483729966","0.571704180064","0.810682107504","false","19.6211753278",
