Accuracy,F1,False Negative Scores,True Negative Scores,True Negative Rates,True Positive Scores,Positive Predictive Values,False Positive Scores,False Positive Rates,Negative Predictive Values,True Positive Rates,Matthews Correlation Coefficient,Threshold,Fraction Predicted As Positive,Fraction Predicted As Negative,Lift For Positive Class,Lift For Negative Class
0.7458740017746229,0.6324435318275154,263.0,2971.0,0.7176328502415459,1232.0,0.5131195335276968,1169.0,0.2823671497584541,0.9186765615337044,0.8240802675585285,0.4836420255825676,0.2502956541173607,0.4260869565217391,0.5739130434782609,1.9340659340659343,1.2504208754208754
0.7419698314108252,0.6317122593718338,248.0,2934.0,0.7086956521739131,1247.0,0.5083571137382796,1206.0,0.29130434782608694,0.9220615964802011,0.834113712374582,0.48335836248427144,0.2416743612473897,0.4353149955634428,0.5646850044365572,1.9161152748596695,1.2550282840980516
0.7417923691215617,0.6317388003037205,247.0,2932.0,0.7082125603864734,1248.0,0.50814332247557,1208.0,0.29178743961352654,0.9223026108839257,0.8347826086956521,0.4834563706946603,0.24129737222148273,0.4358473824312334,0.5641526175687666,1.9153094462540714,1.255356331480899
0.7354037267080745,0.6279011729473422,237.0,2886.0,0.6971014492753623,1258.0,0.5007961783439491,1254.0,0.30289855072463767,0.9241114313160422,0.8414715719063545,0.478376185713381,0.23167539030690415,0.4457852706299911,0.5542147293700088,1.8876163645271924,1.2578183370690577
0.7286601597160604,0.6234917508002955,229.0,2840.0,0.6859903381642513,1266.0,0.49337490257209665,1300.0,0.3140096618357488,0.9253828608667318,0.8468227424749164,0.47235538948911127,0.22449022531942558,0.4553682342502218,0.5446317657497781,1.8596438635409798,1.2595488939574964
0.721561668145519,0.6187120291616038,222.0,2793.0,0.6746376811594202,1273.0,0.4858778625954199,1347.0,0.3253623188405797,0.9263681592039801,0.8515050167224081,0.46572549221680715,0.21444342392882415,0.4649511978704525,0.5350488021295474,1.8313857897827366,1.2608899944720842
0.7173025732031943,0.6180771997122992,206.0,2753.0,0.664975845410628,1289.0,0.48168908819133033,1387.0,0.33502415458937196,0.9303818857722204,0.8622073578595317,0.46608679023199023,0.2047862668128674,0.4748890860692103,0.5251109139307897,1.8155973324134758,1.2663531223010778
0.7126885536823425,0.6171671790021281,190.0,2711.0,0.6548309178743962,1305.0,0.4773226042428676,1429.0,0.3451690821256039,0.9345053429851775,0.8729096989966555,0.46619559727100324,0.1951968392500132,0.4851818988464951,0.5148181011535049,1.799139046761578,1.271965605729825
0.7116237799467613,0.6164739202265754,189.0,2704.0,0.6531400966183575,1306.0,0.4762946754194019,1436.0,0.3468599033816425,0.9346698928447977,0.8735785953177257,0.4652555425013188,0.1939529574764221,0.48660159716060336,0.5133984028393966,1.795264545811592,1.2721895763720859
0.7066548358473824,0.6140555685267336,180.0,2667.0,0.6442028985507247,1315.0,0.4716642754662841,1473.0,0.35579710144927534,0.9367755532139094,0.8795986622073578,0.4625380197761576,0.18739188658727152,0.4947648624667258,0.5052351375332742,1.7778114998344554,1.27505561409671
0.7000887311446318,0.6104195481788843,171.0,2621.0,0.6330917874396135,1324.0,0.4657052409426662,1519.0,0.36690821256038647,0.9387535816618912,0.88561872909699,0.45803607367869664,0.17972984600150232,0.50452528837622,0.49547471162378,1.7553505235531266,1.2777479305953516
0.6921029281277729,0.6050534941953107,166.0,2571.0,0.6210144927536232,1329.0,0.458592132505176,1569.0,0.3789855072463768,0.9393496529046401,0.8889632107023412,0.45049021946371287,0.17262953569073283,0.5142857142857142,0.48571428571428577,1.7285395763656637,1.2785592497868712
0.6850044365572315,0.6008545086575219,159.0,2524.0,0.6096618357487923,1336.0,0.45257452574525747,1616.0,0.3903381642512077,0.9407379798732762,0.8936454849498328,0.44492366019366414,0.16548279398381013,0.5238686779059449,0.47613132209405507,1.7058578278090475,1.2804489170497368
0.6771960958296362,0.5962264150943396,152.0,2473.0,0.5973429951690822,1343.0,0.4461794019933555,1667.0,0.4026570048309179,0.9420952380952381,0.8983277591973244,0.43869851122844966,0.15718230781031628,0.5341614906832298,0.4658385093167702,1.68175313059034,1.2822962962962965
0.670452528837622,0.5926738319806976,144.0,2427.0,0.586231884057971,1351.0,0.44092689295039167,1713.0,0.413768115942029,0.9439906651108518,0.9036789297658863,0.4342525464805884,0.1505877926195771,0.5437444543034605,0.4562555456965395,1.6619552118899377,1.2848761830675484
0.6651286601597161,0.589157413455258,142.0,2395.0,0.5785024154589372,1353.0,0.43673337637185283,1745.0,0.4214975845410628,0.94402837997635,0.9050167224080268,0.42907528029728537,0.14616588269585762,0.5497781721384206,0.4502218278615794,1.6461488801708297,1.284927517190032
0.662111801242236,0.5877003031615418,138.0,2374.0,0.5734299516908212,1357.0,0.4345180915786103,1766.0,0.4265700483091787,0.9450636942675159,0.9076923076923077,0.42734675197896527,0.1435927829997491,0.5542147293700088,0.4457852706299912,1.6377989605655314,1.2863366949752297
0.6546583850931676,0.5836542575952075,131.0,2325.0,0.5615942028985508,1364.0,0.4290657439446367,1815.0,0.4384057971014493,0.9466612377850163,0.9123745819397994,0.42199865042602275,0.1371388803652864,0.5641526175687667,0.43584738243123333,1.6172478040990153,1.2885111292073834
0.6491570541259982,0.5821179454660749,118.0,2281.0,0.5509661835748793,1377.0,0.42552533992583436,1859.0,0.44903381642512075,0.9508128386827845,0.9210702341137124,0.42147992321089484,0.13200962119911158,0.5742679680567879,0.4257320319432121,1.6039032043358372,1.2941619193182345
0.6429458740017746,0.5796071876305893,108.0,2236.0,0.5400966183574879,1387.0,0.42145244606502585,1904.0,0.4599033816425121,0.9539249146757679,0.9277591973244147,0.41907336028182923,0.12546253611781788,0.5840283939662821,0.41597160603371786,1.5885515274758666,1.2983978005309063
0.6331854480922804,0.5731984307247574,107.0,2180.0,0.5265700483091788,1388.0,0.4145758661887694,1960.0,0.47342995169082125,0.9532138172278094,0.928428093645485,0.40907654856351433,0.1208964179261455,0.5941437444543035,0.4058562555456965,1.5626321110192076,1.2974299178934074
0.6262644188110027,0.5700285830951409,99.0,2133.0,0.5152173913043478,1396.0,0.41022627093740816,2007.0,0.48478260869565215,0.9556451612903226,0.9337792642140468,0.4053085854259395,0.11427139758668634,0.6039041703637977,0.39609582963620227,1.5462374827640768,1.3007392473118282
0.6173913043478261,0.5649717514124294,95.0,2079.0,0.5021739130434782,1400.0,0.40450736781277086,2061.0,0.49782608695652175,0.9563017479300828,0.9364548494983278,0.39782063288885755,0.108085615677662,0.6141969831410825,0.3858030168589175,1.5246816171404443,1.3016329346826125
0.6099378881987577,0.5614525139664804,88.0,2030.0,0.49033816425120774,1407.0,0.4000568666477111,2110.0,0.5096618357487923,0.9584513692162417,0.9411371237458194,0.39330324727709176,0.10247003891046914,0.6241348713398402,0.37586512866015975,1.5079066512106034,1.3045588080998844
0.6031943212067435,0.5579280347963622,84.0,1988.0,0.4801932367149758,1411.0,0.3960145944428852,2152.0,0.5198067632850242,0.9594594594594594,0.9438127090301003,0.38823074635157356,0.09822086008420201,0.6322981366459627,0.3677018633540373,1.4926703944385673,1.3059309309309306
0.6017746228926353,0.557570977917981,81.0,1977.0,0.47753623188405797,1414.0,0.3953033268101761,2163.0,0.5224637681159421,0.9606413994169096,0.945819397993311,0.3881896492352617,0.09692342799763105,0.6347826086956522,0.3652173913043478,1.4899894625922023,1.3075396825396826
0.5937888198757764,0.553540081919251,76.0,1927.0,0.46545893719806763,1419.0,0.39069383259911894,2213.0,0.5345410628019324,0.9620569146280579,0.9491638795986622,0.38243758764337393,0.0915185311837188,0.6445430346051464,0.3554569653948536,1.4726152151812946,1.3094663560215232
0.5858030168589174,0.5497685185185185,70.0,1876.0,0.45314009661835747,1425.0,0.38628354567633505,2264.0,0.5468599033816425,0.9640287769784173,0.9531772575250836,0.37727705478192336,0.0857499129330716,0.6546583850931676,0.34534161490683235,1.4559918260108016,1.3121502797761788
0.5769299023957409,0.5448644520809469,68.0,1824.0,0.4405797101449275,1427.0,0.38124499064921186,2316.0,0.5594202898550724,0.9640591966173362,0.954515050167224,0.36936144236081153,0.08146425309721299,0.6642413487133983,0.33575865128660165,1.4370003493701062,1.3121916842847072
0.568944099378882,0.5410920083128661,63.0,1774.0,0.4285024154589372,1432.0,0.3770405476566614,2366.0,0.5714975845410628,0.9657049537289059,0.9578595317725752,0.36390083720729305,0.07770115047915824,0.6740017746228927,0.3259982253771073,1.4211528334751082,1.3144317425754553
0.5613132209405501,0.5379439252336449,56.0,1724.0,0.41642512077294686,1439.0,0.37328145265888457,2416.0,0.5835748792270531,0.9685393258426966,0.9625418060200669,0.3599149482068502,0.07334065640020102,0.6841171251109139,0.31588287488908606,1.4069839369450263,1.3182896379525593
0.5536823425022183,0.5346901017576319,50.0,1675.0,0.40458937198067635,1445.0,0.3695652173913043,2465.0,0.5954106280193237,0.9710144927536232,0.9665551839464883,0.3555338314134698,0.06877240871572286,0.6938775510204082,0.30612244897959184,1.3929765886287626,1.321658615136876
0.5467613132209406,0.5322344322344322,42.0,1628.0,0.3932367149758454,1453.0,0.36645649432534677,2512.0,0.6067632850241546,0.9748502994011976,0.9719063545150501,0.35302380981940346,0.06386497903284749,0.7036379769299024,0.2963620230700976,1.3812590939955378,1.3268795741849633
0.5389529724933452,0.528835690968444,37.0,1579.0,0.3814009661835749,1458.0,0.36277681015177904,2561.0,0.6185990338164251,0.9771039603960396,0.9752508361204013,0.3481653190430427,0.059153985545012895,0.7132209405501331,0.2867790594498669,1.3673895151874749,1.3299470572057206
0.5306122448979592,0.5250493804991919,33.0,1528.0,0.3690821256038647,1462.0,0.3588610702012764,2612.0,0.6309178743961352,0.9788597053171044,0.9779264214046822,0.3423331646323987,0.05616785483439069,0.7229813664596273,0.2770186335403727,1.3526301876817342,1.3323368211260587
0.5219165927240461,0.5209815078236131,30.0,1476.0,0.3565217391304348,1465.0,0.3548074594332768,2664.0,0.6434782608695652,0.9800796812749004,0.979933110367893,0.3356700798788821,0.052081115457624026,0.7327417923691215,0.2672582076308785,1.3373511932485052,1.333997343957503
0.5196095829636203,0.519950345805994,29.0,1462.0,0.3531400966183575,1466.0,0.35376447876447875,2678.0,0.6468599033816426,0.9805499664654594,0.9806020066889632,0.33402815168344663,0.050706689749135905,0.7354037267080745,0.2645962732919255,1.3334199584199584,1.3346374543557642
0.5132209405501331,0.5169924282444093,27.0,1424.0,0.34396135265700484,1468.0,0.3508604206500956,2716.0,0.6560386473429952,0.9813921433494142,0.9819397993311036,0.3290615343039095,0.04896746263417595,0.7425022182786158,0.25749778172138416,1.322473893219591,1.3357837506700363
0.5043478260869565,0.5129904097646033,24.0,1371.0,0.33115942028985507,1471.0,0.34693396226415096,2769.0,0.6688405797101449,0.9827956989247312,0.9839464882943144,0.3223348638854833,0.04582864474501132,0.7524401064773736,0.24755989352262642,1.3076741654571844,1.337694145758662
0.4951197870452529,0.50889003970309,21.0,1316.0,0.3178743961352657,1474.0,0.3429502093997208,2824.0,0.6821256038647343,0.9842931937172775,0.9859531772575251,0.31531820289643353,0.04337664418406178,0.7627329192546584,0.23726708074534164,1.2926584815835631,1.3397324025596276
0.4857142857142857,0.5044459644322845,20.0,1262.0,0.30483091787439615,1475.0,0.3388467723409143,2878.0,0.6951690821256039,0.984399375975039,0.9866220735785953,0.30693819720318605,0.04058720666022582,0.7724933451641526,0.22750665483584742,1.2771916803619079,1.3398769284104695
0.4759538598047915,0.49974589191936303,20.0,1207.0,0.29154589371980677,1475.0,0.33461887477313973,2933.0,0.7084541062801932,0.9837000814995925,0.9866220735785953,0.2975670294554403,0.038314921633507935,0.7822537710736468,0.2177462289263532,1.2612557587602962,1.3389251109300007
0.46566104702750666,0.49522212908633695,18.0,1147.0,0.27705314009661836,1477.0,0.33042505592841165,2993.0,0.7229468599033816,0.984549356223176,0.9879598662207358,0.2889157591363503,0.03588959468307914,0.7932564330079858,0.20674356699201424,1.2454482877301671,1.3400810681926558
0.4567879325643301,0.4914437614221632,16.0,1095.0,0.2644927536231884,1479.0,0.3269230769230769,3045.0,0.7355072463768116,0.9855985598559855,0.9892976588628762,0.2816291801447044,0.03436815451175051,0.8028393966282165,0.19716060337178354,1.2322485207100593,1.3415091509150914
0.4468500443655723,0.48708244199440515,15.0,1038.0,0.25072463768115943,1480.0,0.3230030554343082,3102.0,0.7492753623188406,0.9857549857549858,0.9899665551839465,0.2726084027328297,0.03236544230891942,0.8131322094055013,0.18686779059449865,1.2174730550985462,1.3417220639442864
